trip_id,arrival_time,departure_time,stop_id,sequence,pickup_type,drop_off_type
1075073,16:40:00,16:40:00,275,1,0,0
1075074,16:10:00,16:10:00,275,1,0,0
1075075,15:40:00,15:40:00,275,1,0,0
1075076,15:10:00,15:10:00,275,1,0,0
1075077,14:40:00,14:40:00,275,1,0,0
1075078,21:27:00,21:27:00,275,1,0,0
1075079,20:27:00,20:27:00,275,1,0,0
1075080,19:27:00,19:27:00,275,1,0,0
1075081,18:26:00,18:26:00,275,1,0,0
1075082,17:56:00,17:56:00,275,1,0,0
1075083,17:26:00,17:26:00,275,1,0,0
1075084,16:56:00,16:56:00,275,1,0,0
1075085,16:25:00,16:25:00,275,1,0,0
1075086,15:55:00,15:55:00,275,1,0,0
1075087,15:25:00,15:25:00,275,1,0,0
1075088,14:55:00,14:55:00,275,1,0,0
1075089,14:25:00,14:25:00,275,1,0,0
1075090,13:55:00,13:55:00,275,1,0,0
1075091,13:25:00,13:25:00,275,1,0,0
1075092,12:55:00,12:55:00,275,1,0,0
1075093,12:25:00,12:25:00,275,1,0,0
1075094,11:55:00,11:55:00,275,1,0,0
1075095,11:25:00,11:25:00,275,1,0,0
1075096,10:56:00,10:56:00,275,1,0,0
1075097,10:26:00,10:26:00,275,1,0,0
1075098,9:56:00,9:56:00,275,1,0,0
1075099,9:26:00,9:26:00,275,1,0,0
1075100,8:56:00,8:56:00,275,1,0,0
1075101,8:26:00,8:26:00,275,1,0,0
1075102,7:56:00,7:56:00,275,1,0,0
1075103,7:26:00,7:26:00,275,1,0,0
1075104,6:56:00,6:56:00,275,1,0,0
1075105,6:26:00,6:26:00,275,1,0,0
1075106,5:56:00,5:56:00,275,1,0,0
1075107,17:53:00,17:53:00,275,27,1,0
1075108,17:27:00,17:27:00,275,27,1,0
1075109,16:57:00,16:57:00,275,27,1,0
1075110,8:53:00,8:53:00,275,27,1,0
1075111,8:23:00,8:23:00,275,27,1,0
1075112,7:53:00,7:53:00,275,27,1,0
1075113,21:33:00,21:33:00,275,27,1,0
1075114,20:33:00,20:33:00,275,27,1,0
1075115,19:33:00,19:33:00,275,27,1,0
1075116,19:03:00,19:03:00,275,27,1,0
1075117,18:37:00,18:37:00,275,27,1,0
1075118,18:07:00,18:07:00,275,27,1,0
1075119,17:41:00,17:41:00,275,27,1,0
1075120,17:11:00,17:11:00,275,27,1,0
1075121,16:41:00,16:41:00,275,27,1,0
1075122,16:11:00,16:11:00,275,27,1,0
1075123,15:41:00,15:41:00,275,27,1,0
1075124,15:10:00,15:10:00,275,27,1,0
1075125,14:40:00,14:40:00,275,27,1,0
1075126,14:10:00,14:10:00,275,27,1,0
1075127,13:40:00,13:40:00,275,27,1,0
1075128,13:10:00,13:10:00,275,27,1,0
1075129,12:40:00,12:40:00,275,27,1,0
1075130,12:10:00,12:10:00,275,27,1,0
1075131,11:40:00,11:40:00,275,27,1,0
1075132,11:10:00,11:10:00,275,27,1,0
1075133,10:38:00,10:38:00,275,27,1,0
1075134,10:08:00,10:08:00,275,27,1,0
1075135,9:38:00,9:38:00,275,27,1,0
1075136,9:08:00,9:08:00,275,27,1,0
1075137,8:37:00,8:37:00,275,27,1,0
1075138,8:07:00,8:07:00,275,27,1,0
1075139,7:37:00,7:37:00,275,27,1,0
1075140,7:07:00,7:07:00,275,27,1,0
1075141,6:35:00,6:35:00,275,27,1,0
1075142,20:00:00,20:00:00,275,1,0,0
1075143,7:00:00,7:00:00,275,1,0,0
1075144,19:00:00,19:00:00,275,1,0,0
1075145,18:00:00,18:00:00,275,1,0,0
1075146,17:00:00,17:00:00,275,1,0,0
1075147,16:00:00,16:00:00,275,1,0,0
1075148,15:00:00,15:00:00,275,1,0,0
1075149,14:00:00,14:00:00,275,1,0,0
1075150,13:00:00,13:00:00,275,1,0,0
1075151,12:00:00,12:00:00,275,1,0,0
1075152,11:00:00,11:00:00,275,1,0,0
1075153,10:00:00,10:00:00,275,1,0,0
1075154,9:00:00,9:00:00,275,1,0,0
1075155,8:00:00,8:00:00,275,1,0,0
1075156,20:30:00,20:30:00,275,1,0,0
1075157,19:30:00,19:30:00,275,1,0,0
1075158,18:30:00,18:30:00,275,1,0,0
1075159,17:30:00,17:30:00,275,1,0,0
1075160,16:30:00,16:30:00,275,1,0,0
1075161,15:30:00,15:30:00,275,1,0,0
1075162,14:30:00,14:30:00,275,1,0,0
1075163,13:30:00,13:30:00,275,1,0,0
1075164,12:30:00,12:30:00,275,1,0,0
1075165,11:30:00,11:30:00,275,1,0,0
1075166,10:30:00,10:30:00,275,1,0,0
1075167,9:30:00,9:30:00,275,1,0,0
1075168,8:30:00,8:30:00,275,1,0,0
1075169,7:30:00,7:30:00,275,1,0,0
1075170,6:30:00,6:30:00,275,1,0,0
1075171,20:54:00,20:54:00,275,27,1,0
1075172,7:58:00,7:58:00,275,27,1,0
1075173,19:54:00,19:54:00,275,27,1,0
1075174,18:54:00,18:54:00,275,27,1,0
1075175,17:58:00,17:58:00,275,27,1,0
1075176,16:58:00,16:58:00,275,27,1,0
1075177,15:58:00,15:58:00,275,27,1,0
1075178,14:58:00,14:58:00,275,27,1,0
1075179,13:58:00,13:58:00,275,27,1,0
1075180,12:58:00,12:58:00,275,27,1,0
1075181,11:58:00,11:58:00,275,27,1,0
1075182,10:58:00,10:58:00,275,27,1,0
1075183,9:58:00,9:58:00,275,27,1,0
1075184,8:58:00,8:58:00,275,27,1,0
1075185,21:24:00,21:24:00,275,27,1,0
1075186,20:24:00,20:24:00,275,27,1,0
1075187,19:24:00,19:24:00,275,27,1,0
1075188,18:28:00,18:28:00,275,27,1,0
1075189,17:28:00,17:28:00,275,27,1,0
1075190,16:28:00,16:28:00,275,27,1,0
1075191,15:28:00,15:28:00,275,27,1,0
1075192,14:28:00,14:28:00,275,27,1,0
1075193,13:28:00,13:28:00,275,27,1,0
1075194,12:28:00,12:28:00,275,27,1,0
1075195,11:28:00,11:28:00,275,27,1,0
1075196,10:28:00,10:28:00,275,27,1,0
1075197,9:28:00,9:28:00,275,27,1,0
1075198,8:28:00,8:28:00,275,27,1,0
1075199,7:28:00,7:28:00,275,27,1,0
1075200,20:30:00,20:30:00,275,1,0,0
1075201,19:30:00,19:30:00,275,1,0,0
1075202,18:30:00,18:30:00,275,1,0,0
1075203,17:30:00,17:30:00,275,1,0,0
1075204,16:30:00,16:30:00,275,1,0,0
1075205,15:30:00,15:30:00,275,1,0,0
1075206,14:30:00,14:30:00,275,1,0,0
1075207,13:30:00,13:30:00,275,1,0,0
1075208,12:30:00,12:30:00,275,1,0,0
1075209,11:30:00,11:30:00,275,1,0,0
1075210,10:30:00,10:30:00,275,1,0,0
1075211,9:30:00,9:30:00,275,1,0,0
1075212,8:30:00,8:30:00,275,1,0,0
1075213,7:30:00,7:30:00,275,1,0,0
1075214,6:30:00,6:30:00,275,1,0,0
1075215,21:24:00,21:24:00,275,27,1,0
1075216,20:24:00,20:24:00,275,27,1,0
1075217,19:24:00,19:24:00,275,27,1,0
1075218,18:28:00,18:28:00,275,27,1,0
1075219,17:28:00,17:28:00,275,27,1,0
1075220,16:28:00,16:28:00,275,27,1,0
1075221,15:28:00,15:28:00,275,27,1,0
1075222,14:28:00,14:28:00,275,27,1,0
1075223,13:28:00,13:28:00,275,27,1,0
1075224,12:28:00,12:28:00,275,27,1,0
1075225,11:28:00,11:28:00,275,27,1,0
1075226,10:28:00,10:28:00,275,27,1,0
1075227,9:28:00,9:28:00,275,27,1,0
1075228,8:28:00,8:28:00,275,27,1,0
1075229,7:28:00,7:28:00,275,27,1,0
1076958,21:52:00,21:52:00,275,41,0,0
1076959,21:22:00,21:22:00,275,41,0,0
1076960,20:52:00,20:52:00,275,41,0,0
1076961,20:22:00,20:22:00,275,41,0,0
1076962,19:52:00,19:52:00,275,41,0,0
1076963,19:22:00,19:22:00,275,41,0,0
1076964,18:52:00,18:52:00,275,41,0,0
1076965,18:22:00,18:22:00,275,41,0,0
1076966,17:56:00,17:56:00,275,41,0,0
1076967,17:26:00,17:26:00,275,41,0,0
1076968,16:56:00,16:56:00,275,41,0,0
1076969,16:26:00,16:26:00,275,41,0,0
1076970,15:56:00,15:56:00,275,41,0,0
1076971,15:26:00,15:26:00,275,41,0,0
1076972,14:56:00,14:56:00,275,41,0,0
1076973,14:26:00,14:26:00,275,41,0,0
1076974,13:53:00,13:53:00,275,41,0,0
1076975,13:23:00,13:23:00,275,41,0,0
1076976,12:53:00,12:53:00,275,41,0,0
1076977,12:23:00,12:23:00,275,41,0,0
1076978,11:52:00,11:52:00,275,41,0,0
1076979,11:22:00,11:22:00,275,41,0,0
1076980,10:52:00,10:52:00,275,41,0,0
1076981,10:22:00,10:22:00,275,41,0,0
1076982,9:52:00,9:52:00,275,41,0,0
1076983,9:22:00,9:22:00,275,41,0,0
1076984,8:52:00,8:52:00,275,41,0,0
1076985,8:22:00,8:22:00,275,41,0,0
1076986,7:52:00,7:52:00,275,41,0,0
1076987,7:21:00,7:21:00,275,41,0,0
1076988,6:51:00,6:51:00,275,41,0,0
1076989,6:21:00,6:21:00,275,41,0,0
1076990,5:51:00,5:51:00,275,41,0,0
1076991,15:41:00,15:41:00,275,41,0,0
1076992,22:24:00,22:24:00,275,3,0,0
1076993,21:54:00,21:54:00,275,3,0,0
1076994,21:24:00,21:24:00,275,3,0,0
1076995,20:54:00,20:54:00,275,3,0,0
1076996,20:24:00,20:24:00,275,3,0,0
1076997,19:54:00,19:54:00,275,3,0,0
1076998,19:24:00,19:24:00,275,3,0,0
1076999,18:54:00,18:54:00,275,3,0,0
1077000,18:24:00,18:24:00,275,3,0,0
1077001,17:54:00,17:54:00,275,3,0,0
1077002,17:24:00,17:24:00,275,3,0,0
1077003,16:54:00,16:54:00,275,3,0,0
1077004,16:24:00,16:24:00,275,3,0,0
1077005,15:54:00,15:54:00,275,3,0,0
1077006,15:24:00,15:24:00,275,3,0,0
1077007,14:54:00,14:54:00,275,3,0,0
1077008,14:24:00,14:24:00,275,3,0,0
1077009,13:54:00,13:54:00,275,3,0,0
1077010,13:24:00,13:24:00,275,3,0,0
1077011,12:54:00,12:54:00,275,3,0,0
1077012,12:24:00,12:24:00,275,3,0,0
1077013,11:54:00,11:54:00,275,3,0,0
1077014,11:24:00,11:24:00,275,3,0,0
1077015,10:54:00,10:54:00,275,3,0,0
1077016,10:24:00,10:24:00,275,3,0,0
1077017,9:54:00,9:54:00,275,3,0,0
1077018,9:24:00,9:24:00,275,3,0,0
1077019,8:54:00,8:54:00,275,3,0,0
1077020,8:24:00,8:24:00,275,3,0,0
1077021,7:54:00,7:54:00,275,3,0,0
1077022,7:27:00,7:27:00,275,3,0,0
1077023,6:54:00,6:54:00,275,3,0,0
1077024,6:24:00,6:24:00,275,3,0,0
1077025,7:13:00,7:13:00,275,3,0,0
1077026,21:23:00,21:23:00,275,41,0,0
1077027,20:23:00,20:23:00,275,41,0,0
1077028,19:23:00,19:23:00,275,41,0,0
1077029,18:38:00,18:38:00,275,41,0,0
1077030,17:53:00,17:53:00,275,41,0,0
1077031,17:08:00,17:08:00,275,41,0,0
1077032,16:23:00,16:23:00,275,41,0,0
1077033,15:38:00,15:38:00,275,41,0,0
1077034,14:53:00,14:53:00,275,41,0,0
1077035,14:08:00,14:08:00,275,41,0,0
1077036,13:23:00,13:23:00,275,41,0,0
1077037,12:38:00,12:38:00,275,41,0,0
1077038,11:53:00,11:53:00,275,41,0,0
1077039,11:08:00,11:08:00,275,41,0,0
1077040,10:23:00,10:23:00,275,41,0,0
1077041,9:38:00,9:38:00,275,41,0,0
1077042,8:53:00,8:53:00,275,41,0,0
1077043,7:53:00,7:53:00,275,41,0,0
1077044,6:53:00,6:53:00,275,41,0,0
1077045,21:54:00,21:54:00,275,3,0,0
1077046,20:54:00,20:54:00,275,3,0,0
1077047,19:54:00,19:54:00,275,3,0,0
1077048,19:09:00,19:09:00,275,3,0,0
1077049,18:24:00,18:24:00,275,3,0,0
1077050,17:39:00,17:39:00,275,3,0,0
1077051,16:54:00,16:54:00,275,3,0,0
1077052,16:09:00,16:09:00,275,3,0,0
1077053,15:24:00,15:24:00,275,3,0,0
1077054,14:39:00,14:39:00,275,3,0,0
1077055,13:54:00,13:54:00,275,3,0,0
1077056,13:09:00,13:09:00,275,3,0,0
1077057,12:24:00,12:24:00,275,3,0,0
1077058,11:39:00,11:39:00,275,3,0,0
1077059,10:54:00,10:54:00,275,3,0,0
1077060,10:09:00,10:09:00,275,3,0,0
1077061,9:24:00,9:24:00,275,3,0,0
1077062,8:24:00,8:24:00,275,3,0,0
1077063,7:24:00,7:24:00,275,3,0,0
1077064,21:53:00,21:53:00,275,41,0,0
1077065,20:53:00,20:53:00,275,41,0,0
1077066,19:53:00,19:53:00,275,41,0,0
1077067,18:53:00,18:53:00,275,41,0,0
1077068,18:08:00,18:08:00,275,41,0,0
1077069,17:23:00,17:23:00,275,41,0,0
1077070,16:38:00,16:38:00,275,41,0,0
1077071,15:53:00,15:53:00,275,41,0,0
1077072,15:08:00,15:08:00,275,41,0,0
1077073,14:23:00,14:23:00,275,41,0,0
1077074,13:38:00,13:38:00,275,41,0,0
1077075,12:53:00,12:53:00,275,41,0,0
1077076,12:08:00,12:08:00,275,41,0,0
1077077,11:23:00,11:23:00,275,41,0,0
1077078,10:38:00,10:38:00,275,41,0,0
1077079,9:53:00,9:53:00,275,41,0,0
1077080,8:53:00,8:53:00,275,41,0,0
1077081,7:53:00,7:53:00,275,41,0,0
1077082,20:24:00,20:24:00,275,3,0,0
1077083,19:24:00,19:24:00,275,3,0,0
1077084,18:39:00,18:39:00,275,3,0,0
1077085,17:54:00,17:54:00,275,3,0,0
1077086,17:09:00,17:09:00,275,3,0,0
1077087,16:24:00,16:24:00,275,3,0,0
1077088,15:39:00,15:39:00,275,3,0,0
1077089,14:54:00,14:54:00,275,3,0,0
1077090,14:09:00,14:09:00,275,3,0,0
1077091,13:24:00,13:24:00,275,3,0,0
1077092,12:39:00,12:39:00,275,3,0,0
1077093,11:54:00,11:54:00,275,3,0,0
1077094,11:09:00,11:09:00,275,3,0,0
1077095,10:24:00,10:24:00,275,3,0,0
1077096,9:24:00,9:24:00,275,3,0,0
1077097,8:24:00,8:24:00,275,3,0,0
1077372,21:09:00,21:09:00,275,3,0,0
1077373,20:39:00,20:39:00,275,3,0,0
1077374,19:39:00,19:39:00,275,3,0,0
1077375,20:09:00,20:09:00,275,3,0,0
1077376,19:09:00,19:09:00,275,3,0,0
1077377,18:39:00,18:39:00,275,3,0,0
1077378,18:09:00,18:09:00,275,3,0,0
1077379,17:39:00,17:39:00,275,3,0,0
1077380,17:09:00,17:09:00,275,3,0,0
1077381,16:39:00,16:39:00,275,3,0,0
1077382,16:09:00,16:09:00,275,3,0,0
1077383,15:39:00,15:39:00,275,3,0,0
1077384,15:09:00,15:09:00,275,3,0,0
1077385,14:39:00,14:39:00,275,3,0,0
1077386,14:09:00,14:09:00,275,3,0,0
1077387,13:39:00,13:39:00,275,3,0,0
1077388,13:09:00,13:09:00,275,3,0,0
1077389,12:39:00,12:39:00,275,3,0,0
1077390,12:09:00,12:09:00,275,3,0,0
1077391,11:39:00,11:39:00,275,3,0,0
1077392,11:09:00,11:09:00,275,3,0,0
1077393,10:39:00,10:39:00,275,3,0,0
1077394,10:09:00,10:09:00,275,3,0,0
1077395,9:39:00,9:39:00,275,3,0,0
1077396,9:09:00,9:09:00,275,3,0,0
1077397,8:39:00,8:39:00,275,3,0,0
1077398,8:09:00,8:09:00,275,3,0,0
1077399,7:39:00,7:39:00,275,3,0,0
1077400,7:09:00,7:09:00,275,3,0,0
1077401,6:39:00,6:39:00,275,3,0,0
1077402,6:09:00,6:09:00,275,3,0,0
1077403,21:07:00,21:07:00,275,18,0,0
1077404,20:07:00,20:07:00,275,18,0,0
1077405,20:37:00,20:37:00,275,18,0,0
1077406,19:37:00,19:37:00,275,18,0,0
1077407,19:07:00,19:07:00,275,18,0,0
1077408,18:37:00,18:37:00,275,18,0,0
1077409,18:07:00,18:07:00,275,18,0,0
1077410,17:37:00,17:37:00,275,18,0,0
1077411,17:07:00,17:07:00,275,18,0,0
1077412,16:37:00,16:37:00,275,18,0,0
1077413,16:07:00,16:07:00,275,18,0,0
1077414,15:37:00,15:37:00,275,18,0,0
1077415,15:07:00,15:07:00,275,18,0,0
1077416,14:37:00,14:37:00,275,18,0,0
1077417,14:07:00,14:07:00,275,18,0,0
1077418,13:37:00,13:37:00,275,18,0,0
1077419,13:07:00,13:07:00,275,18,0,0
1077420,12:37:00,12:37:00,275,18,0,0
1077421,12:07:00,12:07:00,275,18,0,0
1077422,11:37:00,11:37:00,275,18,0,0
1077423,11:07:00,11:07:00,275,18,0,0
1077424,10:37:00,10:37:00,275,18,0,0
1077425,10:07:00,10:07:00,275,18,0,0
1077426,9:37:00,9:37:00,275,18,0,0
1077427,9:07:00,9:07:00,275,18,0,0
1077428,8:37:00,8:37:00,275,18,0,0
1077429,8:07:00,8:07:00,275,18,0,0
1077430,7:37:00,7:37:00,275,18,0,0
1077431,7:07:00,7:07:00,275,18,0,0
1077432,8:22:00,8:22:00,275,18,0,0
1077433,6:55:00,6:55:00,275,3,0,0
1077434,21:25:00,21:25:00,275,3,0,0
1077435,20:25:00,20:25:00,275,3,0,0
1077436,19:40:00,19:40:00,275,3,0,0
1077437,18:55:00,18:55:00,275,3,0,0
1077438,18:10:00,18:10:00,275,3,0,0
1077439,17:25:00,17:25:00,275,3,0,0
1077440,16:40:00,16:40:00,275,3,0,0
1077441,15:55:00,15:55:00,275,3,0,0
1077442,15:10:00,15:10:00,275,3,0,0
1077443,14:25:00,14:25:00,275,3,0,0
1077444,13:40:00,13:40:00,275,3,0,0
1077445,12:55:00,12:55:00,275,3,0,0
1077446,12:10:00,12:10:00,275,3,0,0
1077447,11:25:00,11:25:00,275,3,0,0
1077448,10:40:00,10:40:00,275,3,0,0
1077449,9:55:00,9:55:00,275,3,0,0
1077450,8:55:00,8:55:00,275,3,0,0
1077451,7:55:00,7:55:00,275,3,0,0
1077452,21:53:00,21:53:00,275,18,0,0
1077453,20:53:00,20:53:00,275,18,0,0
1077454,19:53:00,19:53:00,275,18,0,0
1077455,19:08:00,19:08:00,275,18,0,0
1077456,18:23:00,18:23:00,275,18,0,0
1077457,17:38:00,17:38:00,275,18,0,0
1077458,16:53:00,16:53:00,275,18,0,0
1077459,16:08:00,16:08:00,275,18,0,0
1077460,15:23:00,15:23:00,275,18,0,0
1077461,14:38:00,14:38:00,275,18,0,0
1077462,13:53:00,13:53:00,275,18,0,0
1077463,13:08:00,13:08:00,275,18,0,0
1077464,12:23:00,12:23:00,275,18,0,0
1077465,11:38:00,11:38:00,275,18,0,0
1077466,10:53:00,10:53:00,275,18,0,0
1077467,10:08:00,10:08:00,275,18,0,0
1077468,9:23:00,9:23:00,275,18,0,0
1077469,8:23:00,8:23:00,275,18,0,0
1077470,7:23:00,7:23:00,275,18,0,0
1077471,6:55:00,6:55:00,275,3,0,0
1077472,20:55:00,20:55:00,275,3,0,0
1077473,19:55:00,19:55:00,275,3,0,0
1077474,19:10:00,19:10:00,275,3,0,0
1077475,18:25:00,18:25:00,275,3,0,0
1077476,17:40:00,17:40:00,275,3,0,0
1077477,16:55:00,16:55:00,275,3,0,0
1077478,16:10:00,16:10:00,275,3,0,0
1077479,15:25:00,15:25:00,275,3,0,0
1077480,14:40:00,14:40:00,275,3,0,0
1077481,13:55:00,13:55:00,275,3,0,0
1077482,13:10:00,13:10:00,275,3,0,0
1077483,12:25:00,12:25:00,275,3,0,0
1077484,11:40:00,11:40:00,275,3,0,0
1077485,10:55:00,10:55:00,275,3,0,0
1077486,9:55:00,9:55:00,275,3,0,0
1077487,8:55:00,8:55:00,275,3,0,0
1077488,7:55:00,7:55:00,275,3,0,0
1077489,21:23:00,21:23:00,275,18,0,0
1077490,20:23:00,20:23:00,275,18,0,0
1077491,19:23:00,19:23:00,275,18,0,0
1077492,18:38:00,18:38:00,275,18,0,0
1077493,17:53:00,17:53:00,275,18,0,0
1077494,17:08:00,17:08:00,275,18,0,0
1077495,16:23:00,16:23:00,275,18,0,0
1077496,15:38:00,15:38:00,275,18,0,0
1077497,14:53:00,14:53:00,275,18,0,0
1077498,14:08:00,14:08:00,275,18,0,0
1077499,13:23:00,13:23:00,275,18,0,0
1077500,12:38:00,12:38:00,275,18,0,0
1077501,11:53:00,11:53:00,275,18,0,0
1077502,11:08:00,11:08:00,275,18,0,0
1077503,10:23:00,10:23:00,275,18,0,0
1077504,9:23:00,9:23:00,275,18,0,0
1077505,8:23:00,8:23:00,275,18,0,0
1077506,7:23:00,7:23:00,275,18,0,0
1077808,7:03:00,7:03:00,275,1,0,0
1077808,7:16:00,7:16:00,275,21,0,0
1077809,14:58:00,14:58:00,275,36,0,0
1077809,15:11:00,15:11:00,275,56,1,0
1076958,21:44:00,21:44:00,1660,36,0,0
1076959,21:14:00,21:14:00,1660,36,0,0
1076960,20:44:00,20:44:00,1660,36,0,0
1076961,20:14:00,20:14:00,1660,36,0,0
1076962,19:44:00,19:44:00,1660,36,0,0
1076963,19:14:00,19:14:00,1660,36,0,0
1076964,18:44:00,18:44:00,1660,36,0,0
1076965,18:14:00,18:14:00,1660,36,0,0
1076966,17:47:00,17:47:00,1660,36,0,0
1076967,17:17:00,17:17:00,1660,36,0,0
1076968,16:47:00,16:47:00,1660,36,0,0
1076969,16:17:00,16:17:00,1660,36,0,0
1076970,15:47:00,15:47:00,1660,36,0,0
1076971,15:17:00,15:17:00,1660,36,0,0
1076972,14:47:00,14:47:00,1660,36,0,0
1076973,14:17:00,14:17:00,1660,36,0,0
1076974,13:45:00,13:45:00,1660,36,0,0
1076975,13:15:00,13:15:00,1660,36,0,0
1076976,12:45:00,12:45:00,1660,36,0,0
1076977,12:15:00,12:15:00,1660,36,0,0
1076978,11:44:00,11:44:00,1660,36,0,0
1076979,11:14:00,11:14:00,1660,36,0,0
1076980,10:44:00,10:44:00,1660,36,0,0
1076981,10:14:00,10:14:00,1660,36,0,0
1076982,9:44:00,9:44:00,1660,36,0,0
1076983,9:14:00,9:14:00,1660,36,0,0
1076984,8:44:00,8:44:00,1660,36,0,0
1076985,8:14:00,8:14:00,1660,36,0,0
1076986,7:44:00,7:44:00,1660,36,0,0
1076987,7:13:00,7:13:00,1660,36,0,0
1076988,6:43:00,6:43:00,1660,36,0,0
1076989,6:13:00,6:13:00,1660,36,0,0
1076990,5:43:00,5:43:00,1660,36,0,0
1076991,15:32:00,15:32:00,1660,36,0,0
1077026,21:16:00,21:16:00,1660,36,0,0
1077027,20:16:00,20:16:00,1660,36,0,0
1077028,19:16:00,19:16:00,1660,36,0,0
1077029,18:31:00,18:31:00,1660,36,0,0
1077030,17:46:00,17:46:00,1660,36,0,0
1077031,17:01:00,17:01:00,1660,36,0,0
1077032,16:16:00,16:16:00,1660,36,0,0
1077033,15:31:00,15:31:00,1660,36,0,0
1077034,14:46:00,14:46:00,1660,36,0,0
1077035,14:01:00,14:01:00,1660,36,0,0
1077036,13:16:00,13:16:00,1660,36,0,0
1077037,12:31:00,12:31:00,1660,36,0,0
1077038,11:46:00,11:46:00,1660,36,0,0
1077039,11:01:00,11:01:00,1660,36,0,0
1077040,10:16:00,10:16:00,1660,36,0,0
1077041,9:31:00,9:31:00,1660,36,0,0
1077042,8:46:00,8:46:00,1660,36,0,0
1077043,7:46:00,7:46:00,1660,36,0,0
1077044,6:46:00,6:46:00,1660,36,0,0
1077064,21:47:00,21:47:00,1660,36,0,0
1077065,20:47:00,20:47:00,1660,36,0,0
1077066,19:47:00,19:47:00,1660,36,0,0
1077067,18:47:00,18:47:00,1660,36,0,0
1077068,18:02:00,18:02:00,1660,36,0,0
1077069,17:17:00,17:17:00,1660,36,0,0
1077070,16:32:00,16:32:00,1660,36,0,0
1077071,15:47:00,15:47:00,1660,36,0,0
1077072,15:02:00,15:02:00,1660,36,0,0
1077073,14:17:00,14:17:00,1660,36,0,0
1077074,13:32:00,13:32:00,1660,36,0,0
1077075,12:47:00,12:47:00,1660,36,0,0
1077076,12:02:00,12:02:00,1660,36,0,0
1077077,11:17:00,11:17:00,1660,36,0,0
1077078,10:32:00,10:32:00,1660,36,0,0
1077079,9:47:00,9:47:00,1660,36,0,0
1077080,8:47:00,8:47:00,1660,36,0,0
1077081,7:47:00,7:47:00,1660,36,0,0
1076958,21:45:00,21:45:00,3190,37,0,0
1076959,21:15:00,21:15:00,3190,37,0,0
1076960,20:45:00,20:45:00,3190,37,0,0
